username,Youtube Url,Name,Category,Audience Country,Subscribers,Avg. Views,Avg. Likes,Avg. Comments
RDCGujarati,http://youtube.com/channel/UCuB7zkQVpcPKzHYJn45vM9w,RDC Gujarati,Music & Dance,India,10500000,27600,1200.0,19.0
HISHEdotcom,http://youtube.com/channel/UCHCph-_jLba_9atyCZJPLQQ,How It Should Have Ended,MoviesAnimation,United States,10400000,1100000,44600.0,2100.0
historychannel,http://youtube.com/channel/UC9MAhZQQd9egwWCxrwSIsJQ,HISTORY,Movies,United States,10300000,59500,1300.0,148.0
Joe HaTTab,http://youtube.com/channel/UCe6eisvsctSPvBhmincn6kA,Joe HaTTab,Movies,Somalia,10300000,2100000,299700.0,23500.0
atv,http://youtube.com/channel/UCUVZ7T_kwkxDOGFcDlFI-hg,atv,MoviesAnimation,Turkey,10300000,13400,118.0,8.0
TwinRoozi 쌍둥이 루지,http://youtube.com/channel/UCMa-5a4Hg3KnbiDOvhdfb3w,TwinRoozi 쌍둥이 루지,Daily vlogs,Indonesia,10300000,127700,,
AsapSCIENCE,http://youtube.com/channel/UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,Science & Technology,United States,10300000,132000,9800.0,370.0
KiKiDo,http://youtube.com/channel/UCWGK2_WVaXWv-QrkgT9-KDw,KiKiDo,Video gamesHumor,Russia,10300000,3400000,81300.0,2900.0
DalasReview,http://youtube.com/channel/UCgRr2pZaGeaZVN6LfbvQk9w,Dalas Review,Science & Technology,Mexico,10300000,649100,64599.0,7200.0
0214mex,http://youtube.com/channel/UCgMPP6RRjktV7krOfyUewqw,はじめしゃちょー（hajime）,Music & DanceHumor,Japan,10300000,1700000,36800.0,1400.0
cleanbandit,http://youtube.com/channel/UCvhQPdeTHzIRneScV8MIocg,Clean Bandit,Music & Dance,United States,10300000,20300,817.0,14.0
Sab Kuchh Sekho Jano,http://youtube.com/channel/UCFSwJWimyZf2nGhorMtigrw,Sab Kuchh Sekho Jano,News & Politics,India,10300000,18600,1000.0,47.0
Lorrayne Oliveira,http://youtube.com/channel/UC--FL6OwLFWGIZfLfazY4yA,Lorrayne Oliveira,AnimationHumor,Brazil,10200000,667300,30100.0,1100.0
NASAtelevision,http://youtube.com/channel/UCLA_DiR1FfKNvjuUpBHmylQ,NASA,News & PoliticsScience & Technology,United States,10100000,76300,3400.0,
Heroine Movies 2022,http://youtube.com/channel/UCUA8F-8W2qHvmRj5Xd-F8CQ,Heroine Movies 2022,Daily vlogs,India,10100000,233300,1600.0,17.0
Receitas de Pai,http://youtube.com/channel/UCF5WzS-iBJRfp_EcFI-GT1w,Receitas de Pai,Food & Drinks,Brazil,10100000,100100,12300.0,312.0
JessicaJulioeBaby,http://youtube.com/channel/UCqeXVpv9hfwxNgO9RaGceUw,Laurinha e Helena - Clubinho da Laura,MoviesAnimation,Brazil,10100000,178700,3800.0,81.0
Viki Show,http://youtube.com/channel/UCnm_vYgguleXm0FL4F2vejg,Viki Show,Video gamesToys,Russia,10100000,2700000,103000.0,4600.0
sadhguru,http://youtube.com/channel/UCcYzLCs3zrQIBVHYA1sK2sw,Sadhguru,Movies,India,10100000,115800,6600.0,143.0
Hindi Countdown,http://youtube.com/channel/UCk3GTZAJ3PLrVaz3qR74EcA,Hindi Countdown,Education,India,10100000,4800000,88500.0,1900.0
ARYNEWSofficial,http://youtube.com/channel/UCMmpLL2ucRHAXbNHiCPyIyg,ARY News,News & Politics,Pakistan,10100000,21900,559.0,50.0
Wylsacom,http://youtube.com/channel/UCt7sv-NKh44rHAEb-qCCxvA,Wylsacom,News & Politics,Russia,10100000,408800,16400.0,1400.0
вДудь,http://youtube.com/channel/UCMCgOm8GZkHp8zJ6l7_hIuA,вДудь,News & Politics,Russia,10100000,7700000,280800.0,35700.0
Ryan Trahan,http://youtube.com/channel/UCnmGIkw-KdI0W5siakKPKog,Ryan Trahan,Humor,United States,10100000,6300000,299500.0,20500.0
BBCArabicNews,http://youtube.com/channel/UCelk6aHijZq-GJBBB9YpReA,BBC News عربي,News & Politics,Morocco,10100000,21300,407.0,137.0
TomorrowlandChannel,http://youtube.com/channel/UCsN8M73DMWa8SPp5o_0IAQQ,Tomorrowland,Music & Dance,Brazil,10100000,17800,811.0,49.0
MTV,http://youtube.com/channel/UCxAICW_LdkfFYwTqTHHE0vg,MTV,Music & DanceMovies,United States,10100000,70900,2200.0,77.0
PineappleStormTV,http://youtube.com/channel/UCqrFwa5vueOTzGZ7NSlnvlQ,PineappleStormTV,Music & Dance,Brazil,10100000,308400,38100.0,1100.0
Christian Nodal,http://youtube.com/channel/UCtqOng3GVhQVu1Gl-3UlyAQ,Christian Nodal,Music & Dance,Mexico,10100000,0,,
miniminter,http://youtube.com/channel/UCWZmCMB7mmKWcXJSIPRhzZw,Miniminter,Video gamesHumor,United Kingdom,10100000,2800000,180700.0,3500.0
Sơn Tùng M-TP Official,http://youtube.com/channel/UClyA28-01x4z60eWQ2kiNbA,Sơn Tùng M-TP Official,Music & DanceAnimation,United States,10100000,6800000,448200.0,52500.0
VitalyzdTv,http://youtube.com/channel/UC1KPy3cAAj0i0RIFC_SzjMg,VitalyzdTv,Humor,United States,10100000,0,,
Talent Recap,http://youtube.com/channel/UCSWwb_YyNB8vuC1VDcfPPaQ,Talent Recap,Music & DanceMovies,United States,10100000,77800,1000.0,72.0
BERTH-OH,http://youtube.com/channel/UC2IDkGu61j_mwNJOc54Sb5w,BERTH-OH,Autos & Vehicles,Mexico,10100000,503600,25100.0,629.0
Patty Mayo,http://youtube.com/channel/UCEYLdM2bdhmw-TS3c0TjFNw,Patty Mayo,MoviesHumor,United States,10100000,413400,16500.0,533.0
Islam Populer,http://youtube.com/channel/UCXhg6jUrkGLiiwk7Zr13SuQ,Islam Populer,Education,Indonesia,10100000,58600,1700.0,146.0
singkingkaraoke,http://youtube.com/channel/UCwTRjvjVge51X-ILJ4i22ew,Sing King,Music & Dance,United States,10100000,17400,151.0,20.0
설기양SULGI,http://youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA,설기양SULGI,ASMRFood & Drinks,United States,10000000,883700,20300.0,584.0
The Daily Show with Trevor Noah,http://youtube.com/channel/UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show with Trevor Noah,News & Politics,United States,10000000,284800,8600.0,653.0
timesmusicindia,http://youtube.com/channel/UCo07fumrTn1w4AxcU4j_uDw,Times Music,Music & Dance,India,10000000,14200,569.0,29.0
EugenBro,http://youtube.com/channel/UCI-t7aBR9T38EzLaNNXLLqA,EugenBro,Video games,Russia,10000000,439100,24000.0,2600.0
barcroftmedia,http://youtube.com/channel/UCfwx98Wty7LhdlkxL5PZyLA,truly,News & Politics,United States,10000000,45100,,280.0
mamilosmolengas,http://youtube.com/channel/UC607Gii1uo93qDqiGR6-c3w,Mussoumano,Music & DanceAnimation,Brazil,10000000,961800,45900.0,2500.0
Family Box,http://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ,Family Box,Video games,Russia,10000000,303000,9200.0,424.0
makebymarimaria,http://youtube.com/channel/UCcHR0RvLYk33ppkjBw3UaEA,Mari Maria,FashionDIY & Life Hacks,Brazil,9900000,137200,10900.0,67.0
joycetanner,http://youtube.com/channel/UCEq2mmBydypRUvTlTgm_ghA,QPark,Music & DanceHumor,United States,9900000,79500,5400.0,151.0
shrutiarjunanand,http://youtube.com/channel/UCIsotCCdTjStPCLyD9iBCCQ,Shruti Arjun Anand,MoviesHumor,India,9900000,852500,22600.0,1200.0
ThePersica,http://youtube.com/channel/UCIXYyHANDvinQMIdauzSNJA,Orkun Işıtmak,Animation,Turkey,9900000,2100000,88900.0,3200.0
MBCkpop,http://youtube.com/channel/UCe52oeb7Xv_KaJsEzcKXJJg,MBCkpop,Music & Dance,Malaysia,9900000,10900,1200.0,78.0
OneRepublic,http://youtube.com/channel/UCi4EDAgjULwwNBHOg1aaCig,OneRepublic,Music & Dance,United States,9900000,879300,32200.0,526.0
Stray Kids,http://youtube.com/channel/UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Music & DanceMovies,United States,9900000,476500,69900.0,2200.0
panicopgm,http://youtube.com/channel/UCfxWYi2wFh4ma2uUCcH7VKg,Programa Panico,Toys,Brazil,9900000,18300,1200.0,33.0
htv2channel,http://youtube.com/channel/UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel - HTV2,Music & Dance,United States,9900000,21500,132.0,7.0
Raditya Dika,http://youtube.com/channel/UC0rzsIrAxF4kCsALP6J2EsA,Raditya Dika,Food & Drinks,Indonesia,9800000,489900,23200.0,1100.0
Prince Royce,http://youtube.com/channel/UCAMpOm4QAk15tLyjuBNtQyg,Prince Royce,Music & Dance,United States,9800000,1100000,19100.0,441.0
Oneindia Hindi | वनइंडिया हिंदी,http://youtube.com/channel/UCOjgc1p2hJ4GZi6pQQoXWYQ,Oneindia Hindi | वनइंडिया हिंदी,News & Politics,India,9800000,2000,27.0,1.0
TeremokSongs,http://youtube.com/channel/UCqZZoXlUEki3H7_GCQrw53A,Теремок - Песенки для детей,Music & Dance,Russia,9800000,185100,1100.0,
IniTalkShow,http://youtube.com/channel/UCo1CFjot3CX97sn_ngJnGPg,Ini Talk Show,Music & DanceHumor,Indonesia,9800000,18600,430.0,36.0
buzzfeedblue,http://youtube.com/channel/UCBUVGPsJzc1U8SECMgBaMFw,BuzzFeed Multiplayer,AnimationVideo games,United States,9800000,17500,446.0,46.0
The Voice Global,http://youtube.com/channel/UCJYtYkiGldqX6Ne938j-k2g,The Voice Global,Music & Dance,United States,9800000,284000,6000.0,128.0
bhaktisongs,http://youtube.com/channel/UC7ZivIYRB0fMSGh-THcTYbw,Shemaroo Bhakti,Music & Dance,India,9800000,2500,52.0,6.0
Doctor Mike,http://youtube.com/channel/UC0QHWhjbe5fGJEPz3sVb6nw,Doctor Mike,Health & Self Help,United States,9800000,1900000,76800.0,3200.0
TheSyndicateProject,http://youtube.com/channel/UC1ieoHqKW-yYgDhLHIcx28w,Syndicate,Video games,United States,9700000,56600,2300.0,371.0
DELRECORDS,http://youtube.com/channel/UChYwYTzrhfxPfJPFWRlYwUg,DEL Records,Music & Dance,Mexico,9700000,724600,23200.0,354.0
